SeriesID,SeriesName,Source,definition,Notes,Currency,UoM,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
POPN,Population,"Derived from Eurostat, European Social Statistics, Demography. 2000 edition.",End-year population estimate. ,Figures are intrapolations from actuals for 1980-83; 1985-89; 1991-93; 1995-99.,,m,na,na,na,na,na,na,na,na,na,na,55.092,55.179,55.264,55.343,55.41,55.461,55.412,55.35,55.284,55.22,57.048,57.088,57.145,57.198,57.214,57.174,57.065,56.904,56.743,56.656,56.692,56.875,57.183,57.565,57.948,58.281,58.543,58.748,58.922,59.106,59.325,59.589,59.879,60.167,60.41,60.578,60.663,60.674,60.627,60.55,60.462,60.37,60.26,60.15,60.02,59.88,59.72,59.56,59.38,59.21,59.03,58.85,58.68,58.5,58.32,58.14,57.95,57.76,57.57,57.37,57.16,56.94,56.71,56.47,56.21,55.94,55.65,55.36,55.04,54.72,54.38
POPN,Population,Office for National Statistics,"Mid-year estimate of resident population, based on census data and population projections from the ONS.",,,m,na,na,na,na,na,na,na,na,na,na,56.266,56.276,56.296,56.331,56.386,56.466,56.575,56.709,56.863,57.024,57.183,57.339,57.494,57.651,57.811,57.978,58.157,58.347,58.545,58.747,58.951,59.15,59.349,59.581,59.884,60.287,60.803,61.414,62.077,62.723,63.306,63.812,64.25,64.641,65.015,65.397,65.789,66.728,67.142,67.53,67.886,68.21,68.5,68.77,69.02,69.27,69.52,69.77,70.02,70.25,70.49,70.71,70.93,71.14,71.35,71.55,71.74,71.94,72.12,72.31,72.49,72.67,72.84,73.01,73.18,73.35,73.51,73.66,73.81,73.95,74.08
LABF,Labour force,OECD Economic Outlook,Economically active population.,,,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,39.25,39.138,39.223,39.211,38.97,38.994,39.067,39.231,39.297,39.178,39.247,39.252,39.318,39.51,40.092,40.438,40.659,40.656,40.591,40.577,41.057,41.259,41.584,41.863,42.023,42.849,43.105,43.232,43.566,43.418,43.48,43.63,43.69,43.59,43.57,43.55,43.55,43.55,43.55,43.55,43.54,43.53,43.51,43.48,43.44,43.4,43.35,43.29,43.23,43.16,43.1,43.05,43,42.97,42.96,42.97,43.01,43.09,43.22,43.39
LABF,Labour force,OECD Economic Outlook,Economically active population.,,,m,na,na,na,na,na,na,na,na,na,na,24.152,24.414,24.619,24.696,24.928,24.773,24.9,25.131,25.267,25.523,25.681,25.779,25.86,25.885,26.164,26.245,26.543,26.765,27.09,27.622,27.909,28.085,28.272,28.468,28.626,28.825,29.123,29.289,29.269,29.472,29.552,29.735,30.016,30.239,30.375,30.462,30.555,30.688,30.859,31.014,30.607,30.74,30.93,30.91,30.89,30.87,30.79,30.68,30.55,30.4,30.25,30.1,29.96,29.83,29.73,29.65,29.59,29.56,29.56,29.57,29.61,29.65,29.71,29.77,29.82,29.86,29.87,29.83,29.75,29.6,29.36
LABF,Labour force,INDS,Economically active population.,,,m,na,na,na,na,na,na,na,na,na,na,21.669,21.876,21.93,22.138,22.238,22.353,22.673,22.81,22.994,23.001,23.152,23.438,23.625,23.573,23.385,23.352,23.423,23.473,23.695,23.825,23.97,24.131,24.244,24.25,24.271,24.249,24.331,24.344,24.694,24.454,24.406,24.523,25.041,25.079,25.35,25.415,25.704,25.902,25.943,25.883,24.994,25.21,25.47,25.51,25.35,25.23,25.1,24.96,24.81,24.65,24.46,24.26,24.04,23.8,23.55,23.27,22.99,22.69,22.38,22.07,21.76,21.45,21.15,20.87,20.61,20.37,20.18,20.03,19.93,19.89,19.93
LABF,Labour force,"Department of Employment, U.K.",Economically active population.,,,m,na,na,na,na,na,na,na,na,na,na,26.919,27.04,26.825,26.859,27.525,27.743,27.908,28.18,28.518,28.829,28.924,28.695,28.362,28.232,28.18,28.254,28.356,28.514,28.584,28.895,29.071,29.201,29.473,29.711,29.954,30.314,30.809,31.033,31.415,31.559,31.725,31.971,32.269,32.517,32.78,33.066,33.377,33.533,33.819,34.105,34.079,34.17,34.36,34.54,34.67,34.79,34.86,34.89,34.88,34.86,34.83,34.79,34.76,34.74,34.74,34.76,34.79,34.85,34.93,35.02,35.14,35.26,35.38,35.51,35.62,35.71,35.77,35.79,35.75,35.63,35.43
PDIN,Personal disposable income (US$),"OECD, Economic Outlook","The total value of personal income after taxes and deductions, in US$.",,$,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1246600,1396200,1309700,1364800,1537300,1522100,1378200,1379800,1347900,1181600,1198600,1264100,1548600,1734600,1763500,1819700,2016900,2212600,2077300,2024100,2195600,2074900,2174100,2229800,1913600,1975100,2084700,2258500,2205400,2263200,2426000,2446000,2453000,2577000,2734000,2853000,2976000,3101000,3228000,3357000,3488000,3622000,3758000,3900000,4045000,4189000,4336000,4486000,4638000,4797000,4958000,5123000,5291000,5463000,5641000,5824000,6014000,6212000,6419000,6638000
PDIN,Personal disposable income (US$),"OECD, Economic Outlook","The total value of personal income after taxes and deductions, in US$.",,$,m,na,na,na,na,na,na,na,na,na,na,414470,384280,385620,383320,363950,374700,509780,625380,680380,682010,842700,855140,938480,866270,891840,1013100,1009900,924930,946310,924880,848460,866040,951270,1166400,1337300,1381100,1465400,1685000,1868100,1774100,1736800,1857600,1734400,1784400,1809500,1528400,1551600,1624700,1750100,1708900,1753400,1858000,1864000,1868000,1956000,2070000,2156000,2242000,2329000,2416000,2504000,2593000,2684000,2775000,2869000,2964000,3058000,3152000,3247000,3342000,3443000,3546000,3649000,3754000,3860000,3967000,4076000,4187000,4299000,4414000,4531000
PDIN,Personal disposable income (US$),"OECD, Economic Outlook","The total value of personal income after taxes and deductions, in US$.",,$,m,na,na,na,na,na,na,na,na,na,na,218320,217900,225540,241340,243900,263140,364880,465800,521690,534990,671620,720030,795750,726650,772540,904720,925560,844810,840490,823270,742450,754540,826360,1022600,1166200,1196800,1251300,1414300,1539400,1418900,1346600,1447800,1295300,1344700,1354600,1145100,1157100,1205700,1283800,1226200,1211000,1294000,1291000,1292000,1348000,1423000,1467000,1510000,1551000,1591000,1632000,1673000,1715000,1760000,1805000,1850000,1904000,1961000,2022000,2086000,2142000,2197000,2256000,2315000,2372000,2429000,2486000,2545000,2605000,2668000,2730000
PDIN,Personal disposable income (US$),"OECD, Economic Outlook","The total value of personal income after taxes and deductions, in US$.",,$,m,na,na,na,na,na,na,na,na,na,na,396210,386450,364750,3.43E+05,3.30E+05,3.48E+05,4.29E+05,5.11E+05,6.15E+05,6.29E+05,7.66E+05,8.32E+05,8.86E+05,8.00E+05,8.47E+05,9.24E+05,9.71E+05,1.07E+06,1105000,1.14E+06,1.14E+06,1.12E+06,1.21E+06,1.36E+06,1.60E+06,1.66E+06,1762700,2.02E+06,1.94E+06,1.68E+06,1.69E+06,1.79E+06,1.84E+06,1.89E+06,2.06E+06,2.02E+06,1.83E+06,1.77E+06,1.93E+06,1.90E+06,1.93E+06,2128000,2240000,2296000,2391000,2503000,2594000,2687000,2784000,2884000,2989000,3099000,3217000,3343000,3479000,3621000,3773000,3934000,4106000,4286000,4476000,4674000,4878000,5086000,5295000,5504000,5709000,5906000,6092000,6259000,6402000
CPDI,Real personal disposable income (US$ at 2010 prices),"Derived from OECD, Economic Outlook","The total value of personal disposable income at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",,$,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.78E+06,1.83E+06,1.83E+06,1.84E+06,1.85E+06,1.88E+06,1883800,1.90E+06,1.94E+06,1.95E+06,2.00E+06,1.97E+06,1.99E+06,2.00E+06,2.01E+06,2.03E+06,2.02E+06,2.03E+06,2.01E+06,2.02E+06,2.06E+06,2.08E+06,2.08E+06,2.11E+06,2.16E+06,2.22E+06,2.26E+06,2.30E+06,2.34E+06,2.34E+06,2324000,2381000,2406000,2436000,2477000,2524000,2571000,2619000,2667000,2715000,2763000,2810000,2857000,2902000,2947000,2991000,3033000,3075000,3116000,3155000,3195000,3233000,3272000,3311000,3350000,3391000,3432000,3476000,3522000,3572000
CPDI,Real personal disposable income (US$ at 2010 prices),Derived from OECD Economic Outlook,"The total value of personal disposable income at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",,$,m,na,na,na,na,na,na,na,na,na,na,963520,978550,1001800,1001200,992490,1000500,1027900,1044400,1079000,1117700,1163100,1177000,1205100,1212300,1219900,1247000,1261200,1282000,1324700,1366300,1415100,1461300,1508800,1519700,1551600,1571700,1618100,1669100,1678500,1707900,1736800,1739000,1733100,1714100,1735200,1750200,1777500,1809100,1831800,1871900,1870000,1877000,1951000,1978000,2003000,2023000,2056000,2089000,2121000,2152000,2183000,2212000,2241000,2270000,2297000,2323000,2349000,2373000,2396000,2419000,2441000,2462000,2482000,2501000,2520000,2539000,2557000,2574000,2592000,2609000,2627000
CPDI,Real personal disposable income (US$ at 2010 prices),"Derived from OECD, Economic Outlook","The total value of personal disposable income at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",,$,m,na,na,na,na,na,na,na,na,na,na,na,1033300,1040400,1063700,1089000,1120400,1133600,1172900,1209100,1248400,1305300,1337100,1343600,1288100,1285200,1292400,1310400,1312800,1297700,1313200,1326300,1356000,1367400,1372000,1389300,1396200,1409100,1427100,1402900,1372600,1346600,1341100,1265600,1257900,1263400,1276900,1292500,1305700,1316400,1320300,1282200,1293000,1310000,1329000,1343000,1353000,1367000,1379000,1390000,1400000,1409000,1416000,1422000,1427000,1430000,1433000,1435000,1436000,1436000,1436000,1435000,1434000,1432000,1430000,1428000,1425000,1423000,1421000,1420000,1418000,1418000
CPDI,Real personal disposable income (US$ at 2010 prices),Derived from OECD Economic Outlook,"The total value of personal disposable income at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",,$,m,na,na,na,na,na,na,na,na,na,na,751310,748230,749380,768490,796540,831940,867270,885630,934430,984080,1024100,1044800,1074200,1103800,1125800,1159200,1190500,1222400,1234800,1293700,1373100,1422000,1468700,1495400,1538200,1575700,1606200,1657200,1656400,1685900,1691100,1660700,1700800,1733400,1767400,1873600,1883800,1885200,1928200,1962000,1948700,1943000,1986000,1992000,2019000,2054000,2087000,2121000,2154000,2187000,2221000,2256000,2293000,2331000,2371000,2412000,2455000,2499000,2545000,2592000,2639000,2687000,2735000,2782000,2828000,2872000,2914000,2952000,2985000,3013000,3035000
UNEM,Unemployment rate (%),Deutsche Bundesbank,Recorded official unemployment as a percentage of total labour force.,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.517,6.592,7.775,8.425,8.233,8.908,9.658,9.383,8.558,7.95,7.8,8.6,9.708,10.333,11.008,10.042,8.567,7.383,7.667,6.933,5.858,5.367,5.242,5.008,4.633,4.158,3.758,3.4,3.15,3.858,3.9,3.7,3.6,3.3,3.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
UNEM,Unemployment rate (%),INSEE,Recorded official unemployment as a percentage of total labour force.,,,,na,na,na,na,na,na,na,na,na,na,6.4,7.6,8.15,8.525,9.95,8.8,8.8,8.9,8.525,7.9,7.65,7.875,8.7,9.65,10.275,9.625,10.1,10.25,9.8,9.55,8.175,7.35,7.525,8.125,8.5,8.525,8.475,7.7,7.1,8.8,8.9,8.825,9.425,9.95,9.9,10.05,9.75,9.125,8.7,8.175,7.85,8.4,8.2,7.8,7.4,7.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
UNEM,Unemployment rate (%),Eurostat,Recorded official unemployment as a percentage of total labour force.,Harmonised measure,,,na,na,na,na,na,na,na,na,na,na,na,na,na,7.367,7.833,8.167,8.867,9.617,9.683,9.667,8.858,8.533,8.808,9.833,10.633,11.15,11.15,11.242,11.333,10.942,10.1,9.1,8.608,8.45,8.033,7.75,6.867,6.208,6.8,7.867,8.5,8.592,10.917,12.35,12.808,12.042,11.725,11.342,10.683,10,9.325,10.3,10,9.7,9.2,8.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
UNEM,Unemployment rate (%),Office for National Statistics,"Unemployment rate, Labour Force Survey (ILO concept).",,,,na,na,na,na,na,na,na,na,na,na,6.8,9.65,10.725,11.475,11.75,11.375,11.325,10.425,8.575,7.225,7.1,8.85,9.95,10.375,9.5,8.625,8.1,6.95,6.25,5.975,5.45,5.1,5.2,5,4.75,4.825,5.425,5.35,5.725,7.625,7.9,8.1,7.975,7.575,6.2,5.375,4.875,4.425,4.075,3.825,4.525,5,4.7,4.5,4.2,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DAWA,Growth in average wages (LCU; % pa),Derived from Deutsche Bundesbank,"Percentage change in hourly wages across all sectors of the economy in local currency, over previous year. ",Data prior to 1991 are for west Germany (incl west Berlin) only. ,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.214,4.009,3.399,3.885,-5.951,2.351,11.137,7.219,2.772,4.804,2.574,0.92,1.977,2.566,2.004,1.964,2.547,1.963,0.968,1.041,0.786,1.225,2.69,1.996,1.623,1.644,2.579,2.478,3.069,2.338,2.084,2.074,2.768,2.849,2.188,2.9,2.1,2,2.5,2.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DAWA,Growth in average wages (LCU; % pa),Derived from OECD Main Economic Indicators,"Percentage change in hourly wages in local currency, over previous year.",,,,na,na,na,na,na,na,na,na,na,na,na,14.507,14.865,10.882,7.162,5.693,4.04,3.151,3.164,4.125,4.622,4.029,3.593,2.072,1.809,2.514,2.706,2.717,2.084,2.395,4.946,4.384,3.29,2.711,2.705,2.827,2.843,2.795,3.162,2.148,1.795,2.424,2.555,1.941,1.647,1.24,1.25,1.383,1.632,1.965,1.684,2.5,2.1,2.3,2.4,2.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DAWA,Growth in average wages (LCU; % pa),OECD Main Economic Indicators,"Percentage change in hourly wages in local currency, over previous year.",,,,na,na,na,na,na,na,na,na,na,na,na,22.996,17.078,18.952,11.651,11.257,4.825,6.411,6.158,6.008,7.256,9.709,5.483,4.14,3.125,3.663,3.066,3.842,2.665,2.144,2.086,1.945,2.673,2.615,2.872,2.713,3.46,2.806,3.335,3.227,2.732,2.453,2.386,2.009,2.433,2.503,0.517,0.655,0.914,0.996,0.727,0.9,0.8,0.9,1,1.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DAWA,Growth in average wages (LCU; % pa),Office for National Statistics.,"Percentage change in hourly wages in local currency, over previous year.  Series break at 2000: series switches from Average Earnings Index to Weekly Average Earnings in LCU.","Whole economy (incl bonus). Break in series; Before 2001, Average Earnings Index; 2001 onwards, Average Weekly Earnings.",,,na,na,na,na,na,na,na,na,na,na,na,12.819,9.37,8.321,6,8.383,7.992,7.767,8.737,9.129,9.784,7.816,5.966,3.118,3.6,3.143,3.545,4.294,5.106,4.821,4.547,5.214,3.161,3.235,4.297,4.621,4.656,4.927,3.547,-0.115,2.165,2.288,1.302,1.104,1.11,2.408,2.385,2.279,2.955,3.415,1.814,3.2,4.6,3.1,3.1,2.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DULC,Overall unit labour costs (US$-based; % change pa),Derived from Deutsche Bundesbank,"Percentage change in the labour cost of producing one unit of output over previous year, in US$.  ",Data prior to 1991 are for west Germany (incl west Berlin) only. ,,,na,na,na,na,na,na,na,na,na,na,na,-16.232,-8.911,-8.51,-10.662,-2.024,32.831,21.215,3.311,-6.442,18.068,13.81,11.656,-6.551,1.538,12.225,-2.887,-11.946,-0.923,-3.724,-12.665,-3.305,6.376,20.919,9.569,-0.86,-1.245,9.038,10.677,0.961,-5.76,5.286,-4.518,5.698,1.75,-14.176,1.39,3.362,8.172,-2.33,7.17,6.4,-1,-0.8,3.2,5.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DULC,Overall unit labour costs (US$-based; % change pa),Derived from OECD Economic Outlook,"Percentage change in the labour cost of producing one unit of output over previous year, in US$. ",,,,na,na,na,na,na,na,na,na,na,na,na,-9.763,-1.75,-1.493,-6.252,0.181,32.333,19.367,3.565,-5.002,19.672,0.992,6.968,-7.565,1.084,11.523,-1.634,-10.402,-1.051,-3.577,-12.223,-0.686,8.652,22.155,10.895,2.043,2.524,10.876,10.464,-2.271,-3.98,5.439,-5.958,4.297,0.618,-16.271,0.605,2.768,5.56,-5.839,7.231,8,-1.5,-1.2,2.6,3.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DULC,Overall unit labour costs (US$-based; % change pa),Derived from OECD Economic Outlook,"Percentage change in the labour cost of producing one unit of output over previous year, in US$.",,,,na,na,na,na,na,na,na,na,na,na,na,-3.463,2.349,2.219,-5.16,2.807,36.083,20.581,5.971,-0.703,24.713,5.421,7.127,-7.428,-1.419,11.266,2.215,-8.982,-1.594,-3.378,-15.003,0.017,9.774,26.564,11.826,1.764,1.629,11.827,15.502,-0.88,-5.604,10.668,-4.3,5.8,3,-14,0.3,2.2,5.7,-4,9.7,-0.7,-4.1,-1.5,2.4,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DULC,Overall unit labour costs (US$-based; % change pa),Derived from Office for National Statistics,"Percentage change in the average cost of producing one unit of output in US$, over previous year.",,,,na,na,na,na,na,na,na,na,na,na,na,-4.708,-10.187,-10.943,-7.901,0.617,17.737,14.414,14.576,0.147,19.327,6.813,2.699,-14.361,1.75,5.026,1.146,8.772,2.986,2.201,-3.065,-1.926,5.195,10.851,16.765,1.723,5.159,12.742,-5.874,-12.734,-0.492,4.438,-0.713,0.923,4.99,-6.753,-9.381,-2.593,6.523,-1.196,14.356,4.9,2.2,4.1,4.6,4.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
LCHD,Labour costs per hour (US$),US Bureau of Labor Statistics,Average cost of labour per hour (pay and non-pay costs).,"Includes pay for time worked, other direct pay (eg holiday pay), employer expenditure on legally required insurance programmes and other labour taxes. ",$,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,33.22,29.16,28.92,27.57,25.41,25.31,27.63,34,37.72,38.03,39.37,43.5,47.53,45.76,43.84,47.42,45.79,48.5,50,42.7,43.5,45.3,48.7,47.5,49.5,53.3,53.3,53.3,56,59.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
LCHD,Labour costs per hour (US$),US Bureau of Labor Statistics,Average cost of labour per hour (pay and non-pay costs).,"Includes pay for time worked, other direct pay (eg holiday pay), employer expenditure on legally required insurance programmes and other labour taxes. ",$,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,27.82,24.86,24.97,24.28,21.37,21.31,23.13,28.46,32.14,32.66,33.85,37.96,41.76,40.37,39.12,42.12,39.81,41.9,42.6,36,36.4,37.7,40,38.7,40.1,43,43,43.2,45.3,48,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
LCHD,Labour costs per hour (US$),US Bureau of Labor Statistics,Average cost of labour per hour (pay and non-pay costs).,,$,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,21,19.76,19.2,18.73,16.64,16.83,18.61,23.42,27.11,27.71,28.53,31.82,35.11,34.32,33.57,36.15,34.18,36,36.8,31.5,31.6,32.4,34.1,32.6,33.5,35.3,34.9,34.5,35.6,37.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
LCHD,Labour costs per hour (US$),US Bureau of Labor Statistics,Average cost of labour per hour (pay and non-pay costs).,"Includes pay for time worked, other direct pay (eg holiday pay), employer expenditure on legally required insurance programmes and other labour taxes. ",$,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.78,19.31,20.68,21.29,20.67,20.69,22.09,25.15,28.5,29.72,31.23,35.23,34.2,29.47,29.11,30.77,31.23,31.4,33.3,31.7,28.9,28.4,30.3,30,30.7,34.2,36.2,37.7,39.4,41.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPI,Industrial production (% change pa),Derived from Statistiches Bundesbank,"Percentage change in index of industrial production incl construction, over previous year.",Data prior to 1991 are for west Germany (incl west Berlin) only. Working-day adjusted.,,,na,na,na,na,na,na,na,na,na,na,na,-2.35E+00,-3.246,0.447,2.825,4.074,2.211,0.382,3.638,4.77,5.23,4.537,-1.295,-6.634,3.616,0.811,-0.661,2.408,2.991,1.063,4.727,-0.209,-1.305,0.151,2.479,2.931,5.752,5.873,-0.034,-15.46,10.138,7.271,-0.291,0.103,1.55,0.911,1.838,3.323,0.929,-3.21,-8.154,5.7,4,2.9,1.6,1.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPI,Industrial production (% change pa),Derived from INSEE,"Percentage change in index of industrial production (excluding construction), over previous year.",Excludes construction. Working-day adjusted.,,,na,na,na,na,na,na,na,na,na,na,na,-1.128,-0.837,0.088,1.709,0.653,1.209,1.958,4.053,3.686,6.728,-0.228,-1.355,-3.879,3.911,3.361,0.703,4.418,4.128,2.304,4.61,1.194,-1.096,-0.953,1.436,0.16,1.115,1.224,-3.061,-12.684,4.41,2.86,-2.485,-0.098,-1.137,1.464,0.433,2.299,0.573,0.53,-10.781,8.3,2.5,1.6,1.5,1.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPI,Industrial production (% change pa),OECD Main Economic Indicators,"Percentage change in index of industrial production, seasonally adjusted, over previous year.",,,,na,na,na,na,na,na,na,na,na,na,na,-1.093,-3.333,-2.515,3.293,1.417,4.03,3.004,6.36,3.583,0.622,-0.957,-1.05,-2.454,6.096,5.932,-1.677,3.868,1.244,-0.251,4.239,-1.795,-1.502,-0.634,-0.183,-0.633,3.629,2.345,-4.138,-18.579,6.989,0.796,-5.752,-3.068,-0.63,0.997,2.083,3.753,0.877,-1.19,-10.998,11,4,1.6,1.5,1.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPI,Industrial production (% change pa),Derived from Office for National Statistics,Percentage change in index of industrial production (excluding construction) over previous year.,,,,na,na,na,na,na,na,na,na,na,na,na,-3.177,1.967,3.604,0.043,5.518,2.408,4.064,4.803,2.066,-0.256,-3.385,0.358,2.175,5.403,1.757,1.376,1.366,0.787,1.111,1.688,-1.496,-1.431,-0.29,0.89,-0.609,1.105,0.75,-2.376,-7.772,3.527,-0.119,-2.416,-1.037,1.471,0.33,1.073,1.781,0.925,-1.2,-7.997,4.8,3.7,2.1,1.6,1.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
BALC,Current-account balance (US$),"IMF, International Financial Statistics","Trade balance, plus net services, plus net primary income, plus net secondary income.","Data prior to 1991 are for west Germany (incl west Berlin) only. Break in series, before 2005 IMF Balance of Payments Manual 5, after 2005 IMF Balance of Payments Manual 6.",$,bn,na,na,na,na,na,na,na,na,na,na,-15.7,-5.3,5.5,4.3,9.2,18,38.7,44.2,54,57.1,46.5,-26.6,-25.3,-21.4,-33.4,-32.2,-17,-11.5,-15.6,-31.4,-33.9,-7.1,39.7,36,127.5,133.1,173.5,235.8,213.3,201.1,196.2,232,251.5,245.4,278.7,288.6,295.1,288.5,312.7,289.6,266.3,299.4,302.6,302.7,314.3,327.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
BALC,Current-account balance (US$),"IMF, International Financial Statistics","Trade balance, plus net services, plus net primary income, plus net secondary income.","Break in series, before 2005 IMF Balance of Payments Manual 5, after 2005 IMF Balance of Payments Manual 6.",$,bn,na,na,na,na,na,na,na,na,na,na,-4.21,-4.81,-12.08,-5.17,-0.88,-0.03,2.43,-4.45,-4.62,-4.67,-9.94,-6.52,3.89,8.99,7.42,10.84,20.56,37.8,37.7,45.86,19.67,23.6,18.01,12.86,11.03,-0.1,0.5,-8.7,-28.2,-22.1,-22,-29.5,-32.9,-24.4,-37.4,-9.1,-12.2,-18,-24.4,-8.2,-49.1,-40,-41.5,-38,-33,-36.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
BALC,Current-account balance (US$),"IMF, International Financial Statistics","Trade balance, plus net services, plus net primary income, plus net secondary income.","Break in series, before 2005 IMF Balance of Payments Manual 5, after 2005 IMF Balance of Payments Manual 6.",$,bn,na,na,na,na,na,na,na,na,na,na,-10.588,-10.466,-7.379,0.699,-3.19,-4.083,2.463,-2.635,-7.181,-12.812,-16.479,-24.462,-29.217,7.802,13.209,25.077,39.999,32.402,19.998,8.11,-5.782,-0.652,-9.369,-19.407,-16.455,-16.716,-28.325,-30.126,-66.396,-40.411,-70.815,-64.81,-5.129,23.969,40.102,25.379,48.415,51.457,52.076,64.011,69.737,80.5,76.5,74.6,72.5,73.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
BALC,Current-account balance (US$),"IMF, International Financial Statistics","Trade balance, plus net services, plus net primary income, plus net secondary income.","Break in series, before 2005 IMF balance of payments Manual 5, after 2005 IMF Balance of Payments Manual 6.",$,bn,na,na,na,na,na,na,na,na,na,na,6.9,14.1,8,5.3,1.8,3.3,-1.3,-12.5,-35.3,-43.2,-38.7,-19.1,-23.2,-17.7,-10.1,-13.5,-10.3,-1.4,-5.3,-42.4,-38.1,-35,-38.6,-37.1,-56.3,-49.8,-77.6,-105,-115.7,-79.8,-77.5,-48.1,-94.7,-136.5,-149.4,-147.3,-147.7,-100.5,-104.8,-87.6,-95.4,-141.8,-140,-139.7,-149.7,-167.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
MEXP,Goods: exports BOP (US$),"IMF, International Financial Statistics","Exports of goods, free-on-board (fob) basis.","Data prior to 1991 are for west Germany (incl west Berlin) only. Break in series, before 2005 IMF Balance of Payments Manual 5, after 2005 IMF Balance of Payments Manual 6.",$,bn,na,na,na,na,na,na,na,na,na,na,185.9,170.2,170.7,162.9,164.8,177.2,233.5,280,310.9,328.4,396,383.6,408.9,360.1,405.1,494.7,495.7,483.8,510.5,510.8,517.8,536.6,578.7,701.4,853.2,919.5,1057.7,1270.7,1398.5,1074.6,1212.4,1430.3,1373.5,1423,1470.3,1294.4,1305.1,1419.9,1527.7,1460.9,1361.2,1707.1,1757.5,1810.3,1894.5,2016.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
